first_name,second_name,element_type,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,yellow_cards,red_cards,bonus,influence,creativity,threat,now_cost,ict_index,id,value,full_name
Fábio,Ferreira Vieira,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,54,0.0,1,0.0,Fábio Ferreira Vieira
Gabriel,Fernando de Jesus,FWD,3,78,0,0,0,2,2,0,0,14.0,32.3,33.0,68,7.9,2,0.4411764705882352,Gabriel Fernando de Jesus
Gabriel,dos Santos Magalhães,DEF,39,630,2,0,3,6,1,0,4,194.8,36.6,165.0,62,39.6,3,6.290322580645161,Gabriel dos Santos Magalhães
Kai,Havertz,FWD,40,630,4,1,3,6,0,0,7,209.2,83.8,326.0,83,61.9,4,4.8192771084337345,Kai Havertz
Karl,Hein,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,5,0.0,Karl Hein
Jurriën,Timber,DEF,19,448,0,1,2,4,2,0,0,87.2,100.0,32.0,55,21.8,6,3.4545454545454546,Jurriën Timber
Jorge Luiz,Frello Filho,MID,4,150,0,0,1,1,1,0,0,4.4,21.3,1.0,49,2.7,7,0.8163265306122448,Jorge Luiz Frello Filho
Jakub,Kiwior,DEF,2,17,0,0,0,1,0,0,0,7.6,0.3,0.0,48,0.8,8,0.41666666666666663,Jakub Kiwior
Gabriel,Martinelli Silva,MID,34,438,2,2,3,3,0,0,3,155.8,146.6,167.0,70,46.8,9,4.857142857142857,Gabriel Martinelli Silva
Ethan,Nwaneri,MID,2,9,0,0,0,0,0,0,0,14.4,11.4,15.0,45,4.1,12,0.4444444444444444,Ethan Nwaneri
Martin,Ødegaard,MID,7,253,0,0,2,1,1,0,0,34.4,75.0,60.0,82,17.0,13,0.8536585365853657,Martin Ødegaard
David,Raya Martin,GK,36,630,0,0,3,6,1,0,6,212.6,0.0,0.0,56,21.3,15,6.428571428571428,David Raya Martin
Declan,Rice,MID,8,492,0,0,2,6,2,1,0,72.8,111.9,67.0,63,24.6,16,1.2698412698412698,Declan Rice
Bukayo,Saka,MID,54,566,2,7,3,5,1,0,8,295.2,378.4,341.0,101,101.4,17,5.346534653465346,Bukayo Saka
William,Saliba,DEF,22,630,0,0,3,6,2,0,0,119.4,9.6,4.0,60,13.4,18,3.6666666666666665,William Saliba
Thomas,Partey,MID,23,617,1,0,3,6,2,0,3,141.2,93.4,28.0,50,26.4,20,4.6,Thomas Partey
Kieran,Tierney,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,21,0.0,Kieran Tierney
Tomiyasu,Takehiro,DEF,1,6,0,0,0,0,0,0,0,0.4,0.3,9.0,48,1.0,22,0.20833333333333331,Tomiyasu Takehiro
Leandro,Trossard,MID,23,344,2,1,1,5,0,1,3,111.8,111.7,125.0,69,34.6,23,3.333333333333333,Leandro Trossard
Benjamin,White,DEF,21,405,0,0,3,2,0,0,0,62.6,10.9,17.0,63,9.1,24,3.333333333333333,Benjamin White
Oleksandr,Zinchenko,DEF,7,78,0,0,1,0,0,0,0,7.2,4.9,6.0,48,1.8,25,1.458333333333333,Oleksandr Zinchenko
Norberto,Murara Neto,GK,7,180,0,0,0,2,0,0,0,77.8,0.0,0.0,43,7.8,73,1.627906976744186,Norberto Murara Neto
Raheem,Sterling,MID,3,85,0,0,0,1,0,0,0,4.8,15.1,35.0,67,5.5,186,0.44776119402985076,Raheem Sterling
Riccardo,Calafiori,DEF,13,294,1,0,0,4,1,0,1,92.6,35.6,100.0,58,22.8,578,2.2413793103448274,Riccardo Calafiori
Myles,Lewis-Skelly,MID,0,1,0,0,0,1,1,0,0,0.0,0.0,0.0,45,0.0,597,0.0,Myles Lewis-Skelly
Mikel,Merino,MID,1,29,0,0,0,0,0,0,0,19.6,11.9,2.0,60,3.4,633,0.16666666666666666,Mikel Merino
Salah-Eddine,Oulad M'hand,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,638,0.0,Salah-Eddine Oulad M'hand
Tommy,Setford,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,639,0.0,Tommy Setford
Maldini,Kacurri,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,657,0.0,Maldini Kacurri
Ayden,Heaven,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,658,0.0,Ayden Heaven
Ismeal,Kabia,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,659,0.0,Ismeal Kabia
Josh,Nichols,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,662,0.0,Josh Nichols
Nathan,Butler-Oyedeji,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,665,0.0,Nathan Butler-Oyedeji
Leon,Bailey,MID,13,348,0,1,1,4,1,0,0,37.8,93.5,59.0,63,18.9,28,2.0634920634920633,Leon Bailey
Ross,Barkley,MID,9,211,0,1,1,2,2,0,0,45.8,53.7,21.0,52,12.0,29,1.7307692307692306,Ross Barkley
Enzo,Barrenechea,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,30,0.0,Enzo Barrenechea
Emiliano,Buendía Stati,MID,3,13,0,0,0,0,0,0,0,0.8,6.6,3.0,53,1.0,31,0.5660377358490565,Emiliano Buendía Stati
Matty,Cash,DEF,9,186,0,0,1,1,0,0,0,17.0,15.4,9.0,44,4.1,32,2.0454545454545454,Matty Cash
Leander,Dendoncker,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,33,0.0,Leander Dendoncker
Moussa,Diaby,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,65,0.0,34,0.0,Moussa Diaby
Diego Carlos,Santos Silva,DEF,9,258,0,0,1,3,0,0,0,44.0,4.4,0.0,45,4.9,35,2.0,Diego Carlos Santos Silva
Lucas,Digne,DEF,24,518,0,2,1,8,1,0,4,131.4,119.1,3.0,46,25.4,36,5.217391304347825,Lucas Digne
Lewis,Dobbin,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,37,0.0,Lewis Dobbin
Jhon,Durán,FWD,27,184,4,0,0,4,1,0,5,142.4,21.5,114.0,62,27.9,38,4.354838709677419,Jhon Durán
Joe,Gauci,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,39,0.0,Joe Gauci
Kortney,Hause,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,40,0.0,Kortney Hause
Samuel,Iling-Junior,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,54,0.0,41,0.0,Samuel Iling-Junior
Boubacar,Kamara,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,42,0.0,Boubacar Kamara
Kaine,Kesler-Hayden,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,43,0.0,Kaine Kesler-Hayden
Ezri,Konsa Ngoyo,DEF,17,551,1,0,0,9,0,0,1,117.0,38.0,46.0,45,20.1,44,3.7777777777777777,Ezri Konsa Ngoyo
Ian,Maatsen,DEF,7,118,0,0,0,1,0,0,0,27.0,79.1,14.0,48,12.0,45,1.458333333333333,Ian Maatsen
Filip,Marschall,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,46,0.0,Filip Marschall
Emiliano,Martínez Romero,GK,20,630,0,0,1,9,1,0,2,142.4,0.0,0.0,50,14.3,47,4.0,Emiliano Martínez Romero
John,McGinn,MID,9,349,0,0,1,5,1,0,0,12.2,39.9,36.0,53,8.8,48,1.6981132075471697,John McGinn
Tyrone,Mings,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,49,0.0,Tyrone Mings
Kosta,Nedeljković,DEF,3,93,0,0,0,2,0,0,0,22.2,6.3,0.0,40,2.9,50,0.75,Kosta Nedeljković
Robin,Olsen,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,51,0.0,Robin Olsen
Pau,Torres,DEF,14,630,0,0,1,9,1,0,0,95.4,38.3,2.0,45,13.6,52,3.111111111111111,Pau Torres
Jacob,Ramsey,MID,13,335,0,1,0,8,0,0,0,49.8,68.5,65.0,55,18.5,53,2.3636363636363638,Jacob Ramsey
Morgan,Rogers,MID,28,603,1,2,1,8,1,0,3,134.0,126.1,145.0,53,40.7,54,5.283018867924528,Morgan Rogers
Viljami,Sinisalo,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,55,0.0,Viljami Sinisalo
Lino,da Cruz Sousa,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,56,0.0,Lino da Cruz Sousa
Youri,Tielemans,MID,22,623,0,2,1,9,1,0,2,149.8,203.5,27.0,55,38.0,57,4.0,Youri Tielemans
Ollie,Watkins,FWD,41,531,4,2,3,6,0,0,5,168.0,81.4,233.0,91,48.2,58,4.5054945054945055,Ollie Watkins
Amadou,Onana,MID,25,422,2,0,1,7,2,0,5,135.2,35.9,84.0,51,25.6,233,4.901960784313725,Amadou Onana
Jaden,Philogene,MID,5,133,0,0,1,1,1,0,0,7.2,4.1,12.0,53,2.2,569,0.9433962264150942,Jaden Philogene
Lamare,Bogarde,DEF,2,168,0,0,0,3,1,0,0,28.8,15.5,0.0,40,4.4,598,0.5,Lamare Bogarde
Sil,Swinkels,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,640,0.0,Sil Swinkels
Oliwier,Zych,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,641,0.0,Oliwier Zych
Kadan,Young,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,656,0.0,Kadan Young
Max,Aarons,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,59,0.0,Max Aarons
Tyler,Adams,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,60,0.0,Tyler Adams
Jaidon,Anthony,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,61,0.0,Jaidon Anthony
David,Brooks,MID,1,9,0,0,0,0,0,0,0,4.6,15.3,0.0,49,2.0,62,0.2040816326530612,David Brooks
Ryan,Christie,MID,12,453,0,0,2,7,3,0,0,63.2,108.1,42.0,49,21.4,63,2.4489795918367343,Ryan Christie
Lewis,Cook,MID,24,623,1,2,0,10,3,0,2,170.6,199.8,55.0,50,42.5,64,4.8,Lewis Cook
Enes,Ünal,FWD,4,51,0,0,0,1,0,0,0,9.8,21.7,39.0,54,6.8,65,0.7407407407407407,Enes Ünal
Romain,Faivre,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,66,0.0,Romain Faivre
Hamed,Traorè,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,67,0.0,Hamed Traorè
James,Hill,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,68,0.0,James Hill
Daniel,Jebbison,FWD,2,26,0,0,0,0,0,0,0,3.2,10.6,2.0,45,1.6,69,0.4444444444444444,Daniel Jebbison
Milos,Kerkez,DEF,10,577,0,0,0,10,2,0,0,76.4,72.6,20.0,45,17.0,70,2.2222222222222223,Milos Kerkez
Justin,Kluivert,MID,12,380,0,1,2,6,3,0,0,53.2,97.6,130.0,53,28.1,71,2.264150943396226,Justin Kluivert
Chris,Mepham,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,72,0.0,Chris Mepham
Dango,Ouattara,MID,17,260,1,1,0,3,0,0,1,89.0,61.1,81.0,50,23.2,74,3.4,Dango Ouattara
Alex,Paulsen,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,75,0.0,Alex Paulsen
Philip,Billing,MID,2,21,0,0,0,1,0,0,0,5.2,4.7,4.0,48,1.4,76,0.41666666666666663,Philip Billing
Alex,Scott,MID,8,196,0,0,0,3,0,0,0,59.6,40.7,17.0,49,11.8,77,1.6326530612244896,Alex Scott
Antoine,Semenyo,MID,31,607,3,1,0,10,2,0,1,167.0,100.5,257.0,57,52.1,78,5.43859649122807,Antoine Semenyo
Marcos,Senesi,DEF,6,436,0,0,0,6,3,0,0,124.6,45.9,12.0,48,18.4,79,1.2499999999999998,Marcos Senesi
Luis,Sinisterra,MID,18,176,1,1,0,3,0,0,2,95.4,96.0,175.0,50,36.7,80,3.6,Luis Sinisterra
Adam,Smith,DEF,14,326,0,0,1,3,1,0,0,41.0,18.8,2.0,45,6.1,81,3.111111111111111,Adam Smith
Marcus,Tavernier,MID,24,601,1,1,1,9,1,0,2,142.6,253.5,185.0,55,58.2,83,4.363636363636363,Marcus Tavernier
Mark,Travers,GK,2,90,0,0,0,1,0,0,0,14.4,0.0,0.0,44,1.4,84,0.45454545454545453,Mark Travers
Illia,Zabarnyi,DEF,12,630,0,0,0,10,0,0,0,113.2,15.6,14.0,45,14.3,85,2.6666666666666665,Illia Zabarnyi
Kepa,Arrizabalaga,GK,11,360,0,0,0,7,0,0,0,129.2,0.0,0.0,45,12.9,152,2.4444444444444446,Kepa Arrizabalaga
Dean,Huijsen,DEF,3,193,0,0,0,4,1,0,0,39.0,31.4,4.0,44,7.5,580,0.6818181818181818,Dean Huijsen
Julián,Araujo Zúñiga,DEF,6,272,0,0,0,7,0,0,0,30.0,6.0,2.0,45,3.9,592,1.3333333333333333,Julián Araujo Zúñiga
Will,Dennis,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,599,0.0,Will Dennis
Francisco Evanilson,de Lima Barbosa,FWD,17,432,1,0,2,7,0,0,3,53.6,51.2,132.0,59,23.5,617,2.8813559322033897,Francisco Evanilson de Lima Barbosa
Kristoffer,Ajer,DEF,7,547,0,0,0,10,2,0,0,64.8,38.2,45.0,45,14.8,86,1.5555555555555556,Kristoffer Ajer
Ethan,Brierley,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,87,0.0,Ethan Brierley
Nathan,Collins,DEF,25,630,1,3,0,13,1,0,1,234.4,10.7,137.0,45,38.2,88,5.555555555555555,Nathan Collins
Mikkel,Damsgaard,MID,22,462,0,2,1,8,0,0,3,140.2,178.5,69.0,50,38.9,89,4.4,Mikkel Damsgaard
Josh,Dasilva,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,90,0.0,Josh Dasilva
Mark,Flekken,GK,19,630,0,0,0,13,0,0,0,279.2,0.1,0.0,45,27.8,91,4.222222222222222,Mark Flekken
Rico,Henry,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,43,0.0,92,0.0,Rico Henry
Aaron,Hickey,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,44,0.0,93,0.0,Aaron Hickey
Vitaly,Janelt,MID,17,560,0,1,1,12,1,0,0,87.6,75.5,27.0,49,19.1,94,3.4693877551020407,Vitaly Janelt
Mathias,Jensen,MID,9,238,0,1,0,3,1,0,1,38.8,84.8,5.0,53,12.9,95,1.6981132075471697,Mathias Jensen
Kim,Ji-soo,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,96,0.0,Kim Ji-soo
Yunus Emre,Konak,MID,3,17,0,0,0,2,0,0,0,1.2,1.5,3.0,45,0.4,97,0.6666666666666666,Yunus Emre Konak
Keane,Lewis-Potter,MID,17,456,0,2,0,11,1,0,0,101.0,73.4,105.0,50,27.9,98,3.4,Keane Lewis-Potter
Bryan,Mbeumo,MID,51,629,6,0,0,13,2,0,9,270.6,229.3,206.0,75,70.7,99,6.8,Bryan Mbeumo
Ben,Mee,DEF,1,1,0,0,0,0,0,0,0,0.0,0.1,0.0,43,0.0,100,0.23255813953488372,Ben Mee
Christian,Nørgaard,MID,14,436,1,0,0,8,1,0,0,108.6,54.0,56.0,48,21.9,101,2.916666666666666,Christian Nørgaard
Frank,Onyeka,MID,2,23,0,0,0,0,0,0,0,0.0,0.5,0.0,49,0.0,102,0.4081632653061224,Frank Onyeka
Myles,Peart-Harris,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,103,0.0,Myles Peart-Harris
Ethan,Pinnock,DEF,13,630,1,0,0,13,1,0,0,174.0,4.3,128.0,45,30.7,104,2.888888888888889,Ethan Pinnock
Mads,Roerslev Rasmussen,DEF,7,261,0,0,0,6,0,0,0,25.0,15.7,9.0,44,5.0,105,1.5909090909090908,Mads Roerslev Rasmussen
Kevin,Schade,MID,14,371,0,1,1,5,0,0,0,44.8,28.6,106.0,53,18.1,106,2.641509433962264,Kevin Schade
Igor Thiago,Nascimento Rodrigues,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,59,0.0,107,0.0,Igor Thiago Nascimento Rodrigues
Ivan,Toney,FWD,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,73,0.0,108,0.0,Ivan Toney
Hákon,Valdimarsson,GK,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,109,0.0,Hákon Valdimarsson
Yoane,Wissa,FWD,28,290,3,1,0,6,1,0,7,130.2,56.9,150.0,59,33.7,110,4.745762711864407,Yoane Wissa
Yehor,Yarmoliuk,MID,4,111,0,0,0,3,1,0,0,26.0,24.4,8.0,44,5.7,111,0.9090909090909091,Yehor Yarmoliuk
Mathias,Jorgensen,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,112,0.0,Mathias Jorgensen
Fábio,Freitas Gouveia Carvalho,MID,18,239,1,1,0,7,0,0,1,83.0,40.1,66.0,48,18.9,314,3.7499999999999996,Fábio Freitas Gouveia Carvalho
Sepp,van den Berg,DEF,6,375,0,0,0,10,0,0,0,79.0,30.0,34.0,40,14.3,338,1.5,Sepp van den Berg
Ryan,Trevitt,MID,1,3,0,0,0,0,0,0,0,2.6,0.1,0.0,45,0.3,602,0.2222222222222222,Ryan Trevitt
Gustavo,Nunes Fernandes Gomes,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,634,0.0,Gustavo Nunes Fernandes Gomes
Jayden,Meghoma,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,649,0.0,Jayden Meghoma
Tony,Yogane,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,661,0.0,Tony Yogane
Simon,Adingra,MID,14,134,1,1,0,1,0,0,0,58.4,32.5,49.0,55,14.0,113,2.5454545454545454,Simon Adingra
Benicio,Baker-Boaitey,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,114,0.0,Benicio Baker-Boaitey
Carlos,Baleba,MID,21,421,1,1,1,8,1,0,2,107.8,62.5,58.0,50,22.9,115,4.2,Carlos Baleba
Valentín,Barco,DEF,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,40,0.0,116,0.0,Valentín Barco
Amario,Cozier-Duberry,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,45,0.0,118,0.0,Amario Cozier-Duberry
Mahmoud,Dahoud,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,49,0.0,119,0.0,Mahmoud Dahoud
Lewis,Dunk,DEF,16,615,0,0,2,10,2,0,0,116.6,60.6,14.0,45,19.1,120,3.5555555555555554,Lewis Dunk
Julio,Enciso,MID,5,75,0,0,0,0,0,0,0,16.4,43.6,20.0,54,7.9,121,0.9259259259259258,Julio Enciso
Pervis,Estupiñán,DEF,2,234,0,0,0,6,1,0,0,41.8,97.0,22.0,50,16.2,122,0.4,Pervis Estupiñán
Evan,Ferguson,FWD,3,22,0,0,0,0,0,0,0,0.2,0.6,6.0,55,0.6,123,0.5454545454545454,Evan Ferguson
Billy,Gilmour,MID,3,97,0,0,0,1,0,0,0,11.4,11.9,2.0,50,2.5,124,0.6,Billy Gilmour
Pascal,Groß,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,65,0.0,125,0.0,Pascal Groß
Jack,Hinshelwood,MID,23,606,1,0,2,10,1,0,3,84.4,101.4,54.0,50,24.1,126,4.6,Jack Hinshelwood
Ibrahim,Osman,MID,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,50,0.0,127,0.0,Ibrahim Osman
Igor Julio,dos Santos de Paulo,DEF,1,114,0,0,0,2,1,0,0,14.0,3.1,0.0,44,1.7,128,0.22727272727272727,Igor Julio dos Santos de Paulo
João Pedro,Junqueira de Jesus,FWD,19,280,2,0,1,2,1,0,5,98.8,50.6,97.0,55,24.6,129,3.4545454545454546,João Pedro Junqueira de Jesus
